"(0, 0)","(2, 0)","(3, 0)","(4, 0)","(5, 0)","(0, 1)","(1, 1)","(2, 1)","(3, 1)","(5, 1)","(0, 2)","(1, 2)","(2, 2)","(3, 2)","(4, 2)","(5, 2)","(0, 3)","(1, 3)","(2, 3)","(3, 3)","(4, 3)","(5, 3)","(0, 4)","(4, 4)","(5, 4)","(0, 5)","(1, 5)","(2, 5)","(3, 5)","(4, 5)","(5, 5)"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.9900000000000002,1.7830400000000002,1.7727440000000003,1.6584480000000001,1.772744,1.552944,0.48017600000000005,1.5840800000000002,1.587168,1.4284320000000001,0.4938080000000001,-0.1756,0.659336,1.5017120000000002,1.5871680000000001,1.690376,-0.07959999999999999,-0.089104,-0.18510400000000002,0.659336,1.5017120000000002,1.576872,-0.07959999999999999,0.5864720000000001,1.388208,-0.07959999999999999,-0.07959999999999999,-0.07959999999999999,-0.07959999999999999,-0.07959999999999999,0.5033120000000001
2.970100000000001,2.6601902960000006,2.6407989680000004,2.5243859520000007,2.6397012560000004,2.4733588800000006,1.148744384,2.416834736,2.3732082,2.2868427840000005,1.2214342399999998,0.29381206400000015,1.3458764479999998,2.279440952,2.365053768,2.4693594800000005,0.3343942400000001,-0.129248896,-0.15962140000000002,1.279700096,2.278421648,2.345662440000001,-0.11880399999999999,1.2488492240000002,2.1403759440000005,-0.11880399999999999,-0.11880399999999999,-0.11880399999999999,-0.11880399999999999,0.31280343200000005,1.1014082240000003
3.940399000000001,3.5276686515680007,3.499257424064001,3.382471813248001,3.497888028344001,3.4069074231360013,1.9657133213120004,3.2555440202480006,3.1586846464800002,3.143438265984001,2.068909617056,0.9323059713919998,2.1288851594960003,3.0469629857840004,3.135253827024,3.2323715640320008,0.9476853071359999,0.24113199171200014,0.2758288156159999,2.0208649089680004,3.0320334753200004,3.106128459456001,0.20131704608000012,2.004043236848,2.889297944112001,-0.15761595999999997,-0.15761595999999997,-0.15761595999999997,0.18421712614400007,0.8909189263520003,1.7951847015920006
4.900995010000002,4.385579253529424,4.349049837025713,4.232056737471553,4.347482942766057,4.348685461700353,2.849174589101409,4.101228970853264,3.9417540605871126,3.9927280951132804,2.9553910223800655,1.7210541026977284,2.9323384907968406,3.8228279996776404,3.8967751514347926,3.9864486536036967,1.7162693292943043,0.8267371215990078,1.0060147394881522,2.767085474033889,3.790693374476984,3.858099021195409,0.7504275383755519,2.7498112893684805,3.6404945168041927,0.0882351404153601,-0.1960398004,0.07469200382604806,0.7020827806472963,1.5723875378176646,2.514248230903161
5.851985059900001,5.234107048760262,5.190168354658973,5.073153724690085,5.188580919014241,5.290176192949375,3.7606115261547943,4.945680705114468,4.722885121818626,4.833766653503147,3.8671269530493815,2.568584949084353,3.757017673050947,4.597951466565926,4.651364308611209,4.732053581485574,2.5524273283634495,1.5925809721460642,1.7742005216787544,3.5186305864832126,4.542139184964056,4.602681798657144,1.4678699613994486,3.498869427396866,4.384254699597858,0.5436659490549577,-0.008933649270234809,0.5308385790302163,1.344343320519755,2.283182282766732,3.2478485984122822
6.793465209301001,6.073416047556632,6.02280507678941,5.905840525347915,6.021267817586007,6.226800151632115,4.680409995864581,5.785278950767497,5.501548878781617,5.666441885252902,4.786955023127145,3.456730604146895,4.586466223600036,5.372954832664906,5.399551032177175,5.470282355656041,3.433120368565552,2.422655436828985,2.5775679413606483,4.2649158577433965,5.287890458548972,5.339838504363718,2.272160696420943,4.24180352306401,5.121753273108936,1.175491507107051,0.38881456909602,1.1298259484996287,2.034460345414163,3.008719209248724,3.979901779318226
7.725530557207991,6.903671400975112,6.847056551266386,6.730200535547005,6.845627837478576,7.156238250368566,5.6012026394937715,6.6181594382548266,6.277406943031018,6.490799604808193,5.707750597192765,4.358471856153362,5.416079787252226,6.145842420316985,6.141924899128097,6.201265600851554,4.3309901830507584,3.292788781167035,3.390550807253895,5.006158441521208,6.027315099332927,6.069763622703798,3.1289191497952644,4.979001365991907,5.852144218277187,1.9144175731094912,0.9679745583097964,1.794998131370944,2.7457287621169937,3.733883959718996,4.708302070170406
8.648275251635912,7.725029816844197,7.663029635507732,7.546316953321339,7.661744256212565,8.077606849405102,6.517748469360971,7.443690098242243,7.05000329706732,7.306915569035054,6.624296717173171,5.26504362362209,6.241509388468387,6.915948762832219,6.878768214205139,6.9252286486793935,5.235292590434232,4.176342268113624,4.207130966549899,5.7598759216431485,6.760920804467729,6.792540361275154,4.009670216635663,5.709916971514319,6.575536202024049,2.723460787648359,1.6678776804480568,2.490026809608106,3.4608903909966093,4.455550886820341,5.430674637834582
9.561792499119553,8.537641500723446,8.470813875265534,8.354272207677978,8.46969951066421,8.990374175853484,7.4279610419341635,8.261431039817005,7.818921472712973,8.114870733589294,7.534509318467571,6.169157983011137,7.061320804066833,7.682510093941998,7.61026098939012,7.643830562751181,6.138194850997389,5.064714482050125,5.022961036452884,6.523268545493863,7.490673637659382,7.508267686349562,4.900266434517773,6.434909141318741,7.29195183031022,3.5704013199169906,2.4472207245462156,3.19405049797172,4.174052599779039,5.17147563114012,6.146560998943884
